date,opened,closed,opened_ts,closed_ts,t,room,caller,key,symbol,side,direction,strike,expiry,dte,occ,kind,qty,avg_in,fill,entries,exits,exit_avg,pl,pl_pct,max_runup_pct,max_drawdown_pct,hi_pct,lo_pct,state,exit_by,all_out,account,manual,swing,their_avg,their_stop,their_target,their_units,stop_at_exit,greeks_in,greeks_out,broker_confirmed,export_confirmed,store_pl,source,in_table,in_wallet,opened_from,exit_from,derived,day_file,raw,why
2026-08-10,08:12:13,,1786104733.794527,,,?,?,?|AAPL,AAPL,CALLS,1,315.0,2026-08-07,,,option,5,1.09,1.09,"[{""t"":1786104733.794527,""qty"":5,""price"":1.09}]",,,0.0,0.0,,,,,filled,,False,live,False,False,1.09,,,1,,,,False,False,0.0,days-json,True,False,store,store,True,2026-08-10.json,,
2026-08-10,08:12:13,,1786104733.788161,,,?,?,?|ADBE,ADBE,CALLS,1,270.0,2026-08-21,,,option,1,6.55,6.55,"[{""t"":1786104733.788161,""qty"":1,""price"":6.55}]",,,0.0,0.0,,,,,filled,,False,live,False,False,6.55,,,1,,,,False,False,0.0,days-json,True,False,store,store,True,2026-08-10.json,,
2026-08-10,08:12:13,,1786104733.78218,,,?,?,?|FCX,FCX,PUTS,1,67.0,2026-08-21,,,option,1,2.3,2.3,"[{""t"":1786104733.78218,""qty"":1,""price"":2.3}]",,,0.0,0.0,,,,,filled,,False,live,False,False,2.3,,,1,,,,False,False,0.0,days-json,True,False,store,store,True,2026-08-10.json,,
2026-08-10,08:12:13,,1786104733.7923381,,,?,?,?|HPE,HPE,CALLS,1,60.0,2026-09-18,,,option,1,3.6,3.6,"[{""t"":1786104733.7923381,""qty"":1,""price"":3.6}]",,,0.0,0.0,,,,,filled,,False,live,False,False,3.6,,,1,,,,False,False,0.0,days-json,True,False,store,store,True,2026-08-10.json,,
2026-08-10,08:12:13,,1786104733.7860808,,,?,?,?|NBIS,NBIS,PUTS,1,155.0,2026-08-14,,,option,1,4.3,4.3,"[{""t"":1786104733.7860808,""qty"":1,""price"":4.3}]",,,0.0,0.0,,,,,filled,,False,live,False,False,4.3,,,1,,,,False,False,0.0,days-json,True,False,store,store,True,2026-08-10.json,,
2026-08-10,08:12:13,,1786104733.7842686,,,?,?,?|PYPL,PYPL,CALLS,1,61.0,2026-08-21,,,option,1,0.97,0.97,"[{""t"":1786104733.7842686,""qty"":1,""price"":0.97}]",,,0.0,0.0,,,,,filled,,False,live,False,False,0.97,,,1,,,,False,False,0.0,days-json,True,False,store,store,True,2026-08-10.json,,
2026-08-10,08:12:13,,1786104733.7900987,,,?,?,?|W,W,PUTS,1,90.0,2026-09-18,,,option,1,2.7,2.7,"[{""t"":1786104733.7900987,""qty"":1,""price"":2.7}]",,,0.0,0.0,,,,,filled,,False,live,False,False,2.7,,,1,,,,False,False,0.0,days-json,True,False,store,store,True,2026-08-10.json,,
2026-08-10,09:36:28,,1786368988.00418,,,?,?,?|MSFT,MSFT,PUTS,1,500.0,2026-08-14,,,option,1,5.3,5.3,"[{""t"":1786368988.00418,""qty"":1,""price"":5.3}]",,,0.0,0.0,,,,,filled,,False,live,False,False,5.3,,,1,,,,False,False,0.0,days-json,True,False,store,store,True,2026-08-10.json,,
2026-08-10,09:40:37,,1786369237.7283556,,,?,?,?|META,META,CALLS,1,610.0,2026-08-14,,,option,1,6.3,6.3,"[{""t"":1786369237.7283556,""qty"":1,""price"":6.3}]",,,0.0,0.0,,,,,filled,,False,live,False,False,6.3,,,1,,,,False,False,0.0,days-json,True,False,store,store,True,2026-08-10.json,,
2026-08-10,09:55:19,,1786370119.0463557,,,?,?,?|SPY,SPY,CALLS,1,775.0,2026-08-10,,,option,1,0.43,0.43,"[{""t"":1786370119.0463557,""qty"":1,""price"":0.43}]",,,0.0,0.0,,,,,filled,,False,live,False,False,0.43,,,1,,,,False,False,0.0,days-json,True,False,store,store,True,2026-08-10.json,,
2026-08-10,10:00:31,,1786370431.957996,,,?,?,?|AMD,AMD,CALLS,1,485.0,2026-08-10,,,option,1,1.0,1.0,"[{""t"":1786370431.957996,""qty"":1,""price"":1.0}]",,,0.0,0.0,,,,,filled,,False,live,False,False,1.0,,,1,,,,False,False,0.0,days-json,True,False,store,store,True,2026-08-10.json,,
2026-08-10,10:15:29,,1786371329.5222197,,,?,?,?|AMZN,AMZN,CALLS,1,280.0,2026-08-14,,,option,1,2.7,2.7,"[{""t"":1786371329.5222197,""qty"":1,""price"":2.7}]",,,0.0,0.0,,,,,filled,,False,live,False,False,2.7,,,1,,,,False,False,0.0,days-json,True,False,store,store,True,2026-08-10.json,,
2026-08-10,10:31:01,,1786372261.9993148,,,?,?,?|PLTR,PLTR,CALLS,1,177.5,2026-08-14,,,option,1,4.68,4.68,"[{""t"":1786372261.9993148,""qty"":1,""price"":4.68}]",,,0.0,0.0,,,,,filled,,False,live,False,False,4.68,,,1,,,,False,False,0.0,days-json,True,False,store,store,True,2026-08-10.json,,
2026-08-10,10:46:50,,1786373210.431477,,,?,?,?|TSLA,TSLA,CALLS,1,337.5,2026-08-10,,,option,5,0.19,0.19,"[{""t"":1786373210.431477,""qty"":5,""price"":0.19}]",,,0.0,0.0,,,,,filled,,False,live,False,False,0.19,,,1,,,,False,False,0.0,days-json,True,False,store,store,True,2026-08-10.json,,
2026-08-11,08:12:13,16:05:36,1786104733.794527,1786478736.7154548,,?,?,?|AAPL,AAPL,CALLS,1,315.0,2026-08-07,,,option,0,1.09,1.09,,,,0.0,,,,,,closed,,True,live,True,False,1.09,,,1,,,,False,False,0.0,days-json,True,False,store,store,False,2026-08-11.json,,
2026-08-11,08:12:13,16:05:36,1786104733.788161,1786478736.6919732,,?,?,?|ADBE,ADBE,CALLS,1,270.0,2026-08-21,,,option,0,6.55,6.55,,,,0.0,,,,,,closed,,True,live,True,False,6.55,,,1,,,,False,False,0.0,days-json,True,False,store,store,False,2026-08-11.json,,
2026-08-11,08:12:13,16:05:36,1786104733.78218,1786478736.6608973,,?,?,?|FCX,FCX,PUTS,1,67.0,2026-08-21,,,option,0,2.3,2.3,,,,0.0,,,,,,closed,,True,live,True,False,2.3,,,1,,,,False,False,0.0,days-json,True,False,store,store,False,2026-08-11.json,,
2026-08-11,08:12:13,16:05:36,1786104733.7923381,1786478736.7086163,,?,?,?|HPE,HPE,CALLS,1,60.0,2026-09-18,,,option,0,3.6,3.6,,,,0.0,,,,,,closed,,True,live,True,False,3.6,,,1,,,,False,False,0.0,days-json,True,False,store,store,False,2026-08-11.json,,
2026-08-11,08:12:13,16:05:36,1786104733.7860808,1786478736.6759129,,?,?,?|NBIS,NBIS,PUTS,1,155.0,2026-08-14,,,option,0,4.3,4.3,,,,0.0,,,,,,closed,,True,live,True,False,4.3,,,1,,,,False,False,0.0,days-json,True,False,store,store,False,2026-08-11.json,,
2026-08-11,08:12:13,16:05:36,1786104733.7842686,1786478736.6696212,,?,?,?|PYPL,PYPL,CALLS,1,61.0,2026-08-21,,,option,0,0.97,0.97,,,,0.0,,,,,,closed,,True,live,True,False,0.97,,,1,,,,False,False,0.0,days-json,True,False,store,store,False,2026-08-11.json,,
2026-08-11,08:12:13,16:05:36,1786104733.7900987,1786478736.700604,,?,?,?|W,W,PUTS,1,90.0,2026-09-18,,,option,0,2.7,2.7,,,,0.0,,,,,,closed,,True,live,True,False,2.7,,,1,,,,False,False,0.0,days-json,True,False,store,store,False,2026-08-11.json,,
2026-08-11,09:36:28,16:05:36,1786368988.00418,1786478736.7211008,,?,?,?|MSFT,MSFT,PUTS,1,500.0,2026-08-14,,,option,0,5.3,5.3,,,,0.0,,,,,,closed,,True,live,True,False,5.3,,,1,,,,False,False,0.0,days-json,True,False,store,store,False,2026-08-11.json,,
2026-08-11,09:36:51,09:38:36,1786455411.9601781,1786455516.2740216,,ZT scalps,Bullwinkle,bullwinkle|GOOGL,GOOGL,CALLS,1,360.0,2026-08-14,,,option,0,,,,,,0.0,,,,,,nofill,,True,live,False,False,2.0,,,1,,,,False,False,0.0,days-json,True,False,store,store,False,2026-08-11.json,,
2026-08-11,09:38:51,16:05:36,1786455531.9792516,1786478736.7730012,,?,?,?|GOOGL,GOOGL,CALLS,1,360.0,2026-08-14,,,option,0,2.01,2.01,,,,0.0,,,,,,closed,,True,live,True,False,2.01,,,1,,,,False,False,0.0,days-json,True,False,store,store,False,2026-08-11.json,,
2026-08-11,09:40:37,16:05:36,1786369237.7283556,1786478736.7268584,,?,?,?|META,META,CALLS,1,610.0,2026-08-14,,,option,0,6.3,6.3,,,,0.0,,,,,,closed,,True,live,True,False,6.3,,,1,,,,False,False,0.0,days-json,True,False,store,store,False,2026-08-11.json,,
2026-08-11,09:45:39,16:05:36,1786455939.6016998,1786478736.7806768,,?,?,?|QQQ,QQQ,PUTS,1,720.0,2026-08-11,,,option,0,1.9,1.9,,,,0.0,,,,,,closed,,True,live,True,False,1.9,,,1,,,,False,False,0.0,days-json,True,False,store,store,False,2026-08-11.json,,
2026-08-11,09:55:19,16:05:36,1786370119.0463557,1786478736.733779,,?,?,?|SPY,SPY,CALLS,1,775.0,2026-08-10,,,option,0,0.43,0.43,,,,0.0,,,,,,closed,,True,live,True,False,0.43,,,1,,,,False,False,0.0,days-json,True,False,store,store,False,2026-08-11.json,,
2026-08-11,10:00:31,16:05:36,1786370431.957996,1786478736.7397013,,?,?,?|AMD,AMD,CALLS,1,485.0,2026-08-10,,,option,0,1.0,1.0,,,,0.0,,,,,,closed,,True,live,True,False,1.0,,,1,,,,False,False,0.0,days-json,True,False,store,store,False,2026-08-11.json,,
2026-08-11,10:05:56,16:05:36,1786457156.3745964,1786478736.7875419,,?,?,?|IBM,IBM,CALLS,1,240.0,2026-08-14,,,option,0,3.19,3.19,,,,0.0,,,,,,closed,,True,live,True,False,3.19,,,1,,,,False,False,0.0,days-json,True,False,store,store,False,2026-08-11.json,,
2026-08-11,10:07:18,16:05:36,1786457238.5670764,1786478736.797737,,?,?,?|SPXW,SPXW,PUTS,1,7755.0,2026-08-11,,,option,0,7.3,7.3,,,,0.0,,,,,,closed,,True,live,True,False,7.3,,,1,,,,False,False,0.0,days-json,True,False,store,store,False,2026-08-11.json,,
2026-08-11,10:15:29,16:05:36,1786371329.5222197,1786478736.746442,,?,?,?|AMZN,AMZN,CALLS,1,280.0,2026-08-14,,,option,0,2.7,2.7,,,,0.0,,,,,,closed,,True,live,True,False,2.7,,,1,,,,False,False,0.0,days-json,True,False,store,store,False,2026-08-11.json,,
2026-08-11,10:16:50,16:05:36,1786457810.5267944,1786478736.804144,,?,?,?|BAC,BAC,CALLS,1,64.0,2026-08-21,,,option,0,0.83,0.83,,,,0.0,,,,,,closed,,True,live,True,False,0.83,,,1,,,,False,False,0.0,days-json,True,False,store,store,False,2026-08-11.json,,
2026-08-11,10:31:01,16:05:36,1786372261.9993148,1786478736.7550273,,?,?,?|PLTR,PLTR,CALLS,1,177.5,2026-08-14,,,option,0,4.68,4.68,,,,0.0,,,,,,closed,,True,live,True,False,4.68,,,1,,,,False,False,0.0,days-json,True,False,store,store,False,2026-08-11.json,,
2026-08-11,10:46:50,16:05:36,1786373210.431477,1786478736.7627416,,?,?,?|TSLA,TSLA,CALLS,1,337.5,2026-08-10,,,option,0,0.19,0.19,,,,0.0,,,,,,closed,,True,live,True,False,0.19,,,1,,,,False,False,0.0,days-json,True,False,store,store,False,2026-08-11.json,,
2026-08-11,10:50:07,10:51:49,1786459807.449422,1786459909.78293,,Honeydrip daytrades,Mike,mike|NVDA,NVDA,CALLS,1,220.0,8/14,,,option,0,,,,,,0.0,,,,,,nofill,,True,live,False,False,2.84,,,1,,,,False,False,0.0,days-json,True,False,store,store,False,2026-08-11.json,,
2026-08-11,10:52:00,16:05:36,1786459920.053613,1786478736.8104014,,?,?,?|NVDA,NVDA,CALLS,1,220.0,2026-08-14,,,option,0,2.83,2.83,,,,0.0,,,,,,closed,,True,live,True,False,2.83,,,1,,,,False,False,0.0,days-json,True,False,store,store,False,2026-08-11.json,,
2026-08-11,14:11:26,14:28:03,1786471886.8307576,1786472883.1436634,,ZT swing-3,King Maker Bot,king maker bot|RIOT,RIOT,CALLS,1,23.0,9/11,,,option,0,0.96,0.96,"[{""t"":1786471988.3225067,""qty"":1,""price"":0.96}]","[{""t"":1786472883.1436758,""qty"":1,""price"":0.86,""pl"":86.0}]",0.86,86.0,,,,,,filled,,True,live,False,False,0.88,,,1,,,,True,False,86.0,days-json,True,False,store,store,False,2026-08-11.json,,
2026-08-11,14:37:34,14:37:40,1786473454.2401333,1786473460.4379165,,?,?,?|RIOT,RIOT,CALLS,1,23.0,2026-09-11,,,option,0,0.96,0.96,,"[{""t"":1786473460.4379215,""qty"":1,""price"":0.85,""pl"":-11.0}]",0.85,-11.0,,,,,,failed,,True,live,False,False,0.96,,,1,,,,False,False,-11.0,days-json,True,False,store,store,False,2026-08-11.json,,
2026-08-11,15:57:11,,1786478231.8536005,,,ZT opt-7,The Pawn (The Market Bishop),the pawn (the market bishop)|ZETA,ZETA,CALLS,1,30.0,8/28,,,option,1,1.15,1.15,"[{""t"":1786478335.569791,""qty"":1,""price"":1.15}]",,,0.0,0.0,,,,,filled,,False,live,False,False,1.1,,,1,,,,True,False,0.0,days-json,True,False,store,store,False,2026-08-11.json,,
2026-08-11,15:58:21,,1786478301.5461779,,,ZT opt-7,The Pawn (The Market Bishop),the pawn (the market bishop)|SKHY,SKHY,CALLS,1,150.0,8/28,,,option,1,6.01,6.01,"[{""t"":1786478405.8355503,""qty"":1,""price"":6.01}]",,,0.0,0.0,,,,,filled,,False,live,False,False,5.8,,,1,,,,True,False,0.0,days-json,True,False,store,store,False,2026-08-11.json,,
2026-08-12,09:41:14,09:44:14,1786542074.8970442,1786542254.6944737,,ZT scalps,Bullwinkle,bullwinkle|META,META,CALLS,1,610.0,2026-08-14,,,option,0,3.15,3.15,"[{""t"":1786542178.741455,""qty"":1,""price"":3.15}]","[{""t"":1786542254.6944828,""qty"":1,""price"":2.4,""pl"":240.0}]",2.4,240.0,,,,,,filled,,True,live,False,False,8.3,,,1,,,,True,False,240.0,days-json,True,False,store,store,False,2026-08-12.json,,
2026-08-12,09:46:15,09:48:06,1786542375.9943109,1786542486.931478,,ZT fut-6,Namrood-Trades,namrood-trades|LYFT,LYFT,CALLS,1,16.5,8/14/2026,,,option,0,0.68,0.68,"[{""t"":1786542480.6573327,""qty"":1,""price"":0.68}]","[{""t"":1786542486.9314818,""qty"":1,""price"":0.61,""pl"":61.0}]",0.61,61.0,,,,,,filled,,True,live,False,False,0.7,,,1,,,,True,False,61.0,days-json,True,False,store,store,False,2026-08-12.json,,
2026-08-12,09:46:36,09:46:43,1786542396.3238285,1786542403.145424,,?,?,?|META,META,CALLS,1,610.0,2026-08-14,,,option,0,3.15,3.15,,"[{""t"":1786542403.1454415,""qty"":1,""price"":2.24,""pl"":-91.0}]",2.24,-91.0,,,,,,failed,,True,live,False,False,3.15,,,1,,,,False,False,-91.0,days-json,True,False,store,store,False,2026-08-12.json,,
2026-08-12,09:47:18,09:48:34,1786542438.9531858,1786542514.6145093,,Honeydrip daytrades,Mike,mike|NVDA,NVDA,CALLS,1,220.0,8/14,,,option,0,,,,,,0.0,,,,,,nofill,,True,live,False,False,4.0,,,1,,,,False,False,0.0,days-json,True,False,store,store,False,2026-08-12.json,,
2026-08-12,09:58:26,10:02:10,1786543106.4577432,1786543330.7872705,,ZT scalps,Bullwinkle,bullwinkle|AMZN,AMZN,CALLS,1,277.5,2026-08-14,,,option,0,0.67,0.67,"[{""t"":1786543209.7850223,""qty"":1,""price"":0.67}]","[{""t"":1786543330.787275,""qty"":1,""price"":0.6,""pl"":60.0}]",0.6,60.0,,,,,,filled,,True,live,False,False,2.4,,,1,,,,True,False,60.0,days-json,True,False,store,store,False,2026-08-12.json,,
2026-08-12,10:00:10,10:01:39,1786543210.0,1786543299.833353,1786543299.833353,MR.TOPHAT,MR.TOPHAT (OPTIONS/FUTURES),mr.tophat (options/futures)|SPY,SPY,,,,,,,,1,1.2,1.2,"[{""t"":1786543210.0,""qty"":1,""price"":1.2}]","[{""t"":1786543299.833353,""qty"":1,""price"":1.04,""pl"":-16.0}]",1.04,-16.0,-13.33,,,,,closed,,,paper,False,False,,,,,,,,True,False,-16.0,days-json,False,True,trades.log,store,True,2026-08-12.json,,
2026-08-12,10:06:45,,1786543605.0,,,?,,,AMZN,,,,,,,option,1.0,0.87,0.87,"[{""t"":1786543605.0,""qty"":1.0,""price"":0.87}]",,,,,,,,,filled,,,unknown,,,,,,,,,,True,False,,trades.log-only,False,False,trades.log,,True,,,broker FILLED with no day-JSON row (room unknown)
2026-08-12,10:07:46,,1786543666.0,,,?,,,QQQ,,,,,,,option,1.0,0.87,0.87,"[{""t"":1786543666.0,""qty"":1.0,""price"":0.87}]",,,,,,,,,filled,,,unknown,,,,,,,,,,True,False,,trades.log-only,False,False,trades.log,,True,,,broker FILLED with no day-JSON row (room unknown)
2026-08-12,10:16:52,,1786544212.0,,,?,,,NVDA,,,,,,,option,1.0,1.54,1.54,"[{""t"":1786544212.0,""qty"":1.0,""price"":1.54}]",,,,,,,,,filled,,,unknown,,,,,,,,,,True,False,,trades.log-only,False,False,trades.log,,True,,,broker FILLED with no day-JSON row (room unknown)
2026-08-12,10:31:07,,1786545067.3422792,,,?,?,?|MESU6,MESU6,,-1,,,,,future,1,7771.25,7771.25,"[{""t"":1786545067.3422792,""qty"":1,""price"":7771.25}]",,,0.0,0.0,,,,,filled,,False,live,False,False,7771.25,,,1,,,,False,False,0.0,days-json,True,False,store,store,True,2026-08-12.json,,
2026-08-12,10:31:56,,1786545116.0,,,?,,,AAPL,,,,,,,option,1.0,3.73,3.73,"[{""t"":1786545116.0,""qty"":1.0,""price"":3.73}]",,,,,,,,,filled,,,unknown,,,,,,,,,,True,False,,trades.log-only,False,False,trades.log,,True,,,broker FILLED with no day-JSON row (room unknown)
2026-08-12,11:16:58,11:28:17,1786547818.3923337,1786548497.1061988,,?,?,?|SPY,SPY,,-1,,,,,future,0,1.06,1.06,,,,0.0,,,,,,closed,,True,live,False,False,1.06,,,1,,,,False,False,0.0,days-json,True,False,store,store,False,2026-08-12.json,,
2026-08-12,11:45:42,11:45:57,1786549542.9057286,1786549557.53511,,ZT fut-1,Stormzy,stormzy|MNQ,MNQ,,-1,,,,,future,0,,,,,,0.0,,,,,,closed,,True,live,False,False,29825.0,29858.25,,1,,,,False,False,0.0,days-json,True,False,store,store,False,2026-08-12.json,,
2026-08-12,11:45:57,,1786549557.5369263,,,?,?,?|MNQU6,MNQU6,,-1,,,,,future,1,29828.75,29828.75,"[{""t"":1786549557.5369263,""qty"":1,""price"":29828.75}]",,,0.0,0.0,,,,,filled,,False,live,False,False,29828.75,,,1,,,,False,False,0.0,days-json,True,False,store,store,True,2026-08-12.json,,
2026-08-12,12:29:45,,1786552185.0,,,?,,,SPY,,,,,,,option,1.0,0.51,0.51,"[{""t"":1786552185.0,""qty"":1.0,""price"":0.51}]",,,,,,,,,filled,,,unknown,,,,,,,,,,True,False,,trades.log-only,False,False,trades.log,,True,,,broker FILLED with no day-JSON row (room unknown)
2026-08-12,12:40:42,,1786552842.0,,,?,,,SPCX,,,,,,,option,1.0,0.83,0.83,"[{""t"":1786552842.0,""qty"":1.0,""price"":0.83}]",,,,,,,,,filled,,,unknown,,,,,,,,,,True,False,,trades.log-only,False,False,trades.log,,True,,,broker FILLED with no day-JSON row (room unknown)
2026-08-12,12:43:17,,1786552997.0,,,?,,,NVDA,,,,,,,option,1.0,0.69,0.69,"[{""t"":1786552997.0,""qty"":1.0,""price"":0.69}]",,,,,,,,,filled,,,unknown,,,,,,,,,,True,False,,trades.log-only,False,False,trades.log,,True,,,broker FILLED with no day-JSON row (room unknown)
2026-08-12,13:08:31,13:18:39,1786554511.0282872,1786555119.491842,,ZT opt-4,TLM,tlm|QQQ,QQQ,PUTS,1,720.0,8/14,,,option,0,,,,,,0.0,,,,,,closed,,True,live,False,False,,,,1,,,,False,False,0.0,days-json,True,False,store,store,False,2026-08-12.json,,
2026-08-12,13:10:34,13:18:39,1786554634.4091718,1786555119.4918497,,?,?,?|QQQ,QQQ,PUTS,1,720.0,2026-08-14,,,option,0,1.88,1.88,,"[{""t"":1786555119.4847662,""qty"":1,""price"":1.99,""pl"":11.0}]",1.99,11.0,,,,,,closed,,True,live,False,False,1.88,,,1,,,,False,False,11.0,days-json,True,False,store,store,False,2026-08-12.json,,
2026-08-12,13:48:58,,1786556938.0,,,?,,,META,,,,,,,option,1.0,4.24,4.24,"[{""t"":1786556938.0,""qty"":1.0,""price"":4.24}]",,,,,,,,,filled,,,unknown,,,,,,,,,,True,False,,trades.log-only,False,False,trades.log,,True,,,broker FILLED with no day-JSON row (room unknown)
2026-08-12,14:37:02,14:41:46,1786559822.9461453,1786560106.0799677,,ZT fut-6,Namrood-Trades,namrood-trades|SPCX,SPCX,PUTS,1,141.0,8/14/2026,,,option,0,1.53,1.53,"[{""t"":1786559916.8128858,""qty"":1,""price"":1.53}]","[{""t"":1786560106.0799742,""qty"":1,""price"":1.38,""pl"":138.0}]",1.38,138.0,,,,,,filled,,True,live,False,False,1.5,,,1,,,,True,False,138.0,days-json,True,False,store,store,False,2026-08-12.json,,
2026-08-12,14:41:49,14:46:12,1786560109.7460241,1786560372.42657,,?,?,?|SPCX,SPCX,PUTS,1,141.0,2026-08-14,,,option,0,1.53,1.53,,"[{""t"":1786560372.4265769,""qty"":1,""price"":1.38,""pl"":-15.0}]",1.38,-15.0,,,,,,failed,,True,live,False,False,1.53,,,1,,,,False,False,-15.0,days-json,True,False,store,store,False,2026-08-12.json,,
2026-08-12,15:57:11,09:31:31,1786478231.8536005,1786541491.275434,,ZT opt-7,The Pawn (The Market Bishop),the pawn (the market bishop)|ZETA,ZETA,CALLS,1,30.0,8/28,,,option,0,1.15,1.15,"[{""t"":1786478335.569791,""qty"":1,""price"":1.15}]","[{""t"":1786541491.2754493,""qty"":1,""price"":1.23,""pl"":123.0}]",1.23,123.0,,,,,,closed,,True,live,True,False,1.1,,,1,,,,False,False,123.0,days-json,True,False,store,store,False,2026-08-12.json,,
2026-08-12,15:58:21,09:42:31,1786478301.5461779,1786542151.3796294,,ZT opt-7,The Pawn (The Market Bishop),the pawn (the market bishop)|SKHY,SKHY,CALLS,1,150.0,8/28,,,option,0,6.01,6.01,"[{""t"":1786478405.8355503,""qty"":1,""price"":6.01}]","[{""t"":1786542151.379646,""qty"":1,""price"":5.9,""pl"":590.0}]",5.9,590.0,,,,,,closed,,True,live,True,False,5.8,,,1,,,,False,False,590.0,days-json,True,False,store,store,False,2026-08-12.json,,
2026-08-13,09:41:42,09:45:45,1786628502.1034033,1786628745.3298862,,ZT top-flow,bullwinkle0001,bullwinkle0001|NVDA,NVDA,CALLS,1,232.5,2026-08-14,,,option,0,0.25,0.25,"[{""t"":1786628593.6222405,""qty"":1,""price"":0.25}]","[{""t"":1786628745.3298924,""qty"":1,""price"":0.31,""pl"":31.0}]",0.31,31.0,,,,,,closed,,True,live,False,False,1.75,,,1,,,,True,False,31.0,days-json,True,False,store,store,False,2026-08-13.json,,
2026-08-13,09:41:43,09:43:26,1786628503.9364266,1786628606.278034,,ZT fut-2,Market Guru™ Alerts,market guru™ alerts|MNQ,MNQ,,-1,,,,,future,0,,,,,,0.0,,,,,,nofill,,True,live,False,False,30050.0,30070.0,30000.0,1,,,,False,False,0.0,days-json,True,False,store,store,False,2026-08-13.json,,
