date,time,channel_id,room,caller,symbol,side,strike,expiry,their_price,action,kind,source_file,line,text
2025-09-25,09:36:00,1323708708374450247,Vero 1,Vero,QQQ,PUTS,589,9/25,1.2,OPEN,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,56,QQQ 589P 9/25 1.20 2 CONTRACTS @vero-alerts
2025-09-25,09:36:00,911389167169191946,Platinum nitro,@Owner Alerts,TSLA,PUTS,407.5,,1.22,OPEN,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,110,"@Owner Alerts Entry Contract: TSLA $407.5p Price: $1.22 Comments:Starter only @nitro_trades Instagram , , [image]"
2025-09-25,10:31:00,760694103401955378,Vero 2,Vero,QQQ,PUTS,593,9/26,1.35,OPEN,option,grab 760694103401955378 Vero-2 2026-09-19.txt,20,QQQ 593P 9/26 1.35 Small position @vero-alerts
2025-09-25,10:51:00,760694103401955378,Vero 2,@vero-alerts,QQQ,PUTS,593,9/25,1.22,OPEN,option,grab 760694103401955378 Vero-2 2026-09-19.txt,22,"QQQ 593P 9/25 1.22 Small position @vero-alerts (edited) Thursday, September 25, 2025 at 10:55 AM"
2025-09-25,11:23:00,760694103401955378,Vero 2,Vero,QQQ,PUTS,593,9/25,1.12,OPEN,option,grab 760694103401955378 Vero-2 2026-09-19.txt,27,QQQ 593P 9/25 1.12 @vero-alerts
2025-09-25,11:50:00,1144369893760831489,Midas,👑KingBeeAri🐝,QQQ,PUTS,594,9/26,,OPEN,option,grab 1144369893760831489 Midas 2026-09-19.txt,42,3 cons QQQ 594 P 9/26 @everyone
2025-09-26,09:39:00,1323708708374450247,Vero 1,Vero,QQQ,CALLS,596,9/26,1.36,OPEN,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,62,"QQQ 596C 9/26 1.36 2 CONTRACTS @vero-alerts (edited) Friday, September 26, 2025 at 9:39 AM"
2025-09-26,09:43:00,1323708708374450247,Vero 1,@vero-alerts,QQQ,CALLS,596,9/26,1.35,OPEN,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,65,QQQ 596C 9/26 1.35 3 CONTRACTS @vero-alerts
2025-09-26,09:45:00,1323708708374450247,Vero 1,@vero-alerts,QQQ,PUTS,593,9/26,1.2,OPEN,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,67,"QQQ 593P 9/26 1.20 4 CONTRACTS @vero-alerts (edited) Friday, September 26, 2025 at 9:45 AM"
2025-09-26,09:52:00,911389167169191946,Platinum nitro,Nitro Trades,TSLA,PUTS,420,,1.74,OPEN,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,120,"@Owner Alerts Entry Contract: TSLA $420p Price: $1.74 Comments:Full pos. no starter @nitro_trades Instagram , , [image]"
2025-09-26,10:04:00,1323708708374450247,Vero 1,@vero-alerts,QQQ,PUTS,593,9/26,0.9,OPEN,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,70,QQQ 593P 9/26 0.90 2 CONTRACTS @vero-alerts
2025-09-26,10:06:00,911389167169191946,Platinum nitro,@Owner Alerts,TSLA,PUTS,420,,1.97,OPEN,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,123,"@Owner Alerts Entry Contract: TSLA $420p Price: $1.97 Comments:Full pos. no starter @nitro_trades Instagram , , [image]"
2025-09-26,10:13:00,1323708708374450247,Vero 1,@vero-alerts,SPY,PUTS,659,9/26,1.34,OPEN,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,74,SPY 659P 9/26 1.34 2 CONTRACTS @vero-alerts
2025-09-26,10:13:00,911389167169191946,Platinum nitro,Nitro Trades,PLTR,PUTS,175,,1.12,OPEN,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,129,"@Owner Alerts Entry Contract: PLTR $175p Price: $1.12 Comments:Full pos. no starter @nitro_trades Instagram , , [image]"
2025-09-26,10:16:00,1144369893760831489,Midas,👑KingBeeAri🐝,SPY,CALLS,660,9/26,,OPEN,option,grab 1144369893760831489 Midas 2026-09-19.txt,56,SPY 660 C 9/26 @everyone
2025-09-26,10:20:00,911389167169191946,Platinum nitro,Nitro Trades,AAPL,PUTS,255,,1.06,OPEN,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,132,"@Owner Alerts Entry Contract: AAPL $255p Price: $1.06 Comments:Full pos. no starter @nitro_trades Instagram , , [image]"
2025-09-29,09:39:00,1323708708374450247,Vero 1,Vero,IWM,PUTS,243,9/29,1.63,OPEN,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,82,IWM 243P 9/29 1.63 2 CONTRACTS @vero-alerts
2025-09-29,10:00:00,911389167169191946,Platinum nitro,Nitro Trades,HOOD,CALLS,135,,1.54,OPEN,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,140,"@Owner Alerts Entry Contract: HOOD $135c Price: $1.54 Comments:Starter only @nitro_trades Instagram , , [image]"
2025-09-29,10:03:00,1144369893760831489,Midas,👑KingBeeAri🐝,HIMS,CALLS,63,10/24,4.09,OPEN,option,grab 1144369893760831489 Midas 2026-09-19.txt,62,"1 cons HIMS 63 C 10/24 “4.09” @everyone , (High risk swing)"
2025-09-29,10:20:00,1323708708374450247,Vero 1,Vero,IWM,PUTS,243,9/29,1.45,OPEN,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,88,IWM 243P 9/29 1.45 2 CONTRACTS @vero-alerts
2025-09-29,10:32:00,911389167169191946,Platinum nitro,@Owner Alerts,HOOD,CALLS,135,,2.05,OPEN,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,145,"@Owner Alerts Entry Contract: HOOD $135c Price: $2.05 Comments:Starter only @nitro_trades Instagram , , [image]"
2025-09-29,10:54:00,760694103401955378,Vero 2,Vero,IWM,PUTS,243,9/29,1.5,OPEN,option,grab 760694103401955378 Vero-2 2026-09-19.txt,31,IWM 243P 9/29 1.50 @vero-alerts
2025-09-30,09:35:00,1323708708374450247,Vero 1,Vero,QQQ,PUTS,597,9/30,1.39,OPEN,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,93,QQQ 597P 9/30 1.39 2 CONTRACTS @vero-alerts
2025-09-30,10:19:00,1323708708374450247,Vero 1,Vero,IWM,PUTS,241,10/1,1.2,OPEN,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,97,IWM 241P 10/1 1.20 2 CONTRACTS @vero-alerts
2025-10-01,09:52:00,1323708708374450247,Vero 1,Vero,SPY,PUTS,663,10/1,1.2,OPEN,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,105,SPY 663P 10/1 1.20 1 CONTRACT @vero-alerts
2025-10-01,10:23:00,911389167169191946,Platinum nitro,Nitro Trades,TSLA,CALLS,492.5,,1.45,OPEN,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,164,"@Owner Alerts Entry Contract: TSLA $492.5c Price: $1.45 Comments:HIGH RISK Starter only @nitro_trades Instagram , , [image]"
2025-10-01,10:30:00,1323708708374450247,Vero 1,Vero,SPY,CALLS,666,10/1,0.72,OPEN,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,108,SPY 666C 10/1 0.72 2 CONTRACTS @vero-alerts
2025-10-01,10:41:00,1323708708374450247,Vero 1,@vero-alerts,SPY,PUTS,665,10/1,0.85,OPEN,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,113,SPY 665P 10/1 0.85 2 CONTRACTS @vero-alerts
2025-10-02,09:38:00,911389167169191946,Platinum nitro,@Owner Alerts,TSLA,CALLS,445,,1.68,OPEN,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,170,"@Owner Alerts Entry Contract: TSLA $445c Price: $1.68 Comments:Starter only @nitro_trades Instagram , , [image]"
2025-10-02,09:43:00,1323708708374450247,Vero 1,Vero,SPY,PUTS,669,10/2,1.03,OPEN,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,116,SPY 669P 10/2 1.03 2 CONTRACTS @vero-alerts
2025-10-03,09:37:00,1323708708374450247,Vero 1,Vero,SPY,CALLS,671,10/3,1,OPEN,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,126,SPY 671C 10/3 1.00 2 CONTRACTS @vero-alerts
2025-10-03,09:43:00,911389167169191946,Platinum nitro,@Owner Alerts,META,PUTS,705,,0.92,OPEN,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,183,"@Owner Alerts Entry Contract: META $705p Price: .92 Comments:LOTTO @nitro_trades Instagram , , [image]"
2025-10-03,10:02:00,911389167169191946,Platinum nitro,Nitro Trades,PLTR,PUTS,180,,1.05,OPEN,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,188,"@Owner Alerts Entry Contract: PLTR $180p Price: $1.05 Comments:HIGH RISK starter only @nitro_trades Instagram , , [image]"
2025-10-03,10:08:00,1323708708374450247,Vero 1,Vero,QQQ,PUTS,605,10/3,1.2,OPEN,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,130,QQQ 605P 10/3 1.20 1 CONTRACT @vero-alerts
2025-10-03,10:09:00,911389167169191946,Platinum nitro,Nitro Trades,PLTR,PUTS,175,,1.19,OPEN,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,192,"@Owner Alerts Entry Contract: PLTR $175p Price: $1.19 Comments:HIGH RISK Starter only @nitro_trades Instagram , , [image]"
2025-10-03,10:29:00,911389167169191946,Platinum nitro,Nitro Trades,TSLA,PUTS,420,,1.41,OPEN,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,197,"@Owner Alerts Entry Contract: TSLA $420p Price: $1.41 Comments:HIGH RISK starter only @nitro_trades Instagram , , [image]"
2025-10-03,10:34:00,1323708708374450247,Vero 1,Vero,SPY,CALLS,671,10/3,1.2,OPEN,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,134,SPY 671C 10/3 1.20 2 CONTRACTS @vero-alerts
2025-10-03,13:10:00,760694103401955378,Vero 2,Vero,QQQ,PUTS,606,10/3,1.5,OPEN,option,grab 760694103401955378 Vero-2 2026-09-19.txt,36,QQQ 606P 10/3 1.50 Taking 1/2 position size here. @vero-alerts
2025-10-07,09:43:00,911389167169191946,Platinum nitro,@Owner Alerts,PLTR,CALLS,192.5,,1.38,OPEN,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,204,"@Owner Alerts Entry Contract: PLTR $192.5c Price: $1.38 Comments:Starter only @nitro_trades Instagram , , [image]"
2025-10-07,09:48:00,911389167169191946,Platinum nitro,Nitro Trades,HOOD,PUTS,137,,1.8,OPEN,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,208,"@Owner Alerts Entry Contract: HOOD $137p Price: $1.80 Comments:Starter only @nitro_trades Instagram , , [image]"
2025-10-07,09:54:00,911389167169191946,Platinum nitro,@Owner Alerts,PLTR,CALLS,192.5,,1.39,OPEN,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,211,"@Owner Alerts Entry Contract: PLTR $192.5c Price: $1.39 Comments:Starter only @nitro_trades Instagram , , [image]"
2025-10-08,10:09:00,1144369893760831489,Midas,👑KingBeeAri🐝,TEAM,CALLS,175,10/31,4.08,OPEN,option,grab 1144369893760831489 Midas 2026-09-19.txt,86,"1 con TEAM 175 C 10/31 “4.08” @everyone , (edited) Wednesday, October 8, 2025 at 10:11 AM"
2025-10-09,09:52:00,911389167169191946,Platinum nitro,Nitro Trades,NVDA,CALLS,197.5,,1.01,OPEN,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,222,"@Owner Alerts Entry Contract: NVDA $197.5c Price: $1.01 Comments:Starter only @nitro_trades Instagram , , [image]"
2025-10-09,10:06:00,1144369893760831489,Midas,👑KingBeeAri🐝,NVDA,CALLS,197.5,10/10,,OPEN,option,grab 1144369893760831489 Midas 2026-09-19.txt,92,"3 cons NVDA 197.5 C 10/10@everyone (edited) Thursday, October 9, 2025 at 10:07 AM"
2025-10-10,09:50:00,911389167169191946,Platinum nitro,@Owner Alerts,AMD,PUTS,227.5,,1.87,OPEN,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,231,"@Owner Alerts Entry Contract: AMD $227.5p Price: $1.87 Comments:LOTTO @nitro_trades Instagram , , [image]"
2025-10-10,10:17:00,911389167169191946,Platinum nitro,@Owner Alerts,AMD,PUTS,225,,1.04,OPEN,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,238,"@Owner Alerts Entry Contract: AMD $225p Price: $1.04 Comments:LOTTO @nitro_trades Instagram , , [image]"
2025-10-10,11:25:00,911389167169191946,Platinum nitro,@Owner Alerts,AMD,PUTS,212.5,,1.21,OPEN,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,243,"@Owner Alerts Entry Contract: AMD $212.5p Price: $1.21 Comments:LOTTO @nitro_trades Instagram , , [image]"
2025-10-10,14:41:00,1144369893760831489,Midas,FancyITM,BABA,PUTS,155,10/17,3.1,OPEN,option,grab 1144369893760831489 Midas 2026-09-19.txt,116,$1K TO $10K CHALLENGE BABA 155P 10/17 Filled AVG 3.10 1 con @everyone
2025-10-10,14:52:00,1144369893760831489,Midas,FancyITM,RDDT,PUTS,192.5,10/17,4.01,OPEN,option,grab 1144369893760831489 Midas 2026-09-19.txt,117,RDDT 192.50P 10/17 Filled AVG 4.01 1 con @everyone
2025-10-10,15:46:00,1144369893760831489,Midas,FancyITM,AAPL,PUTS,242.5,10/17,2.45,OPEN,option,grab 1144369893760831489 Midas 2026-09-19.txt,127,AAPL 242.50P 10/17 Filled AVG 2.45 1 con @everyone
2025-10-13,09:38:00,1323708708374450247,Vero 1,Vero,QQQ,PUTS,594,10/13,1.25,OPEN,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,138,"QQQ 594P 10/13 1.25 1 CONTRACT @vero-alerts (edited) Monday, October 13, 2025 at 9:38 AM"
2025-10-13,09:51:00,1323708708374450247,Vero 1,Vero,QQQ,CALLS,602,10/13,1.25,OPEN,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,141,QQQ 602C 10/13 1.25 1 CONTRACT @vero-alerts
2025-10-13,10:30:00,1323708708374450247,Vero 1,Vero,IWM,PUTS,241,10/14,1.34,OPEN,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,146,IWM 241P 10/14 1.34 1 CONTRACT @vero-alerts
2025-10-13,10:44:00,760694103401955378,Vero 2,Vero,QQQ,PUTS,599,10/13,1.35,OPEN,option,grab 760694103401955378 Vero-2 2026-09-19.txt,45,QQQ 599P 10/13 1.35 @vero-alerts
2025-10-13,10:48:00,1323708708374450247,Vero 1,Vero,QQQ,PUTS,599,10/13,1.65,OPEN,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,149,QQQ 599P 10/13 1.65 2 CONTRACTS @vero-alerts
2025-10-14,09:37:00,911389167169191946,Platinum nitro,@Owner Alerts,NVDA,PUTS,175,,2.02,OPEN,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,254,"@Owner Alerts Entry Contract: NVDA $175p Price: $2.02 Comments:Starter only @nitro_trades Instagram , , [image]"
2025-10-14,09:44:00,911389167169191946,Platinum nitro,Nitro Trades,QQQ,PUTS,587,,1.76,OPEN,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,258,"@Owner Alerts Entry Contract: QQQ $587p Price: $1.76 Comments:Starter only @nitro_trades Instagram , , [image]"
2025-10-14,10:06:00,1323708708374450247,Vero 1,Vero,QQQ,PUTS,591,10/14,1.2,OPEN,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,152,QQQ 591P 10/14 1.20 1 CONTRACT @vero-alerts
2025-10-14,10:07:00,911389167169191946,Platinum nitro,Nitro Trades,SPY,CALLS,660,,1.04,OPEN,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,264,"@Owner Alerts Entry Contract: SPY $660c Price: $1.04 Comments:Starter only @nitro_trades Instagram , , [image]"
2025-10-14,10:31:00,1323708708374450247,Vero 1,Vero,SPY,PUTS,658,10/14,1.38,OPEN,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,156,SPY 658P 10/14 1.38 1 CONTRACT @vero-alerts
2025-10-14,11:11:00,1323708708374450247,Vero 1,@vero-alerts,QQQ,PUTS,596,10/14,1.33,OPEN,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,160,QQQ 596P 10/14 1.33 2 CONTRACTS @vero-alerts
2025-10-14,11:39:00,1323708708374450247,Vero 1,@vero-alerts,QQQ,PUTS,596,10/14,1.38,OPEN,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,166,QQQ 596P 10/14 1.38 1 CONTRACT @vero-alerts
2025-10-14,12:34:00,1144369893760831489,Midas,FancyITM,SOUN,CALLS,20.5,10/24,1.5,OPEN,option,grab 1144369893760831489 Midas 2026-09-19.txt,136,SOUN 20.50C 10/24 Filled AVG 1.50 2 cons @everyone
2025-10-14,12:41:00,1144369893760831489,Midas,FancyITM,SOXL,CALLS,39,10/24,2.78,OPEN,option,grab 1144369893760831489 Midas 2026-09-19.txt,137,SOXL 39C 10/24 Filled AVG 2.78 1 con @everyone
2025-10-14,15:21:00,1144369893760831489,Midas,FancyITM,IREN,CALLS,80,10/24,3.85,OPEN,option,grab 1144369893760831489 Midas 2026-09-19.txt,141,IREN 80C 10/24 Filled AVG 3.85 1 con @everyone
2025-10-15,09:34:00,1144369893760831489,Midas,👑KingBeeAri🐝,TSN,CALLS,52.5,1/16/26,2.93,OPEN,option,grab 1144369893760831489 Midas 2026-09-19.txt,142,1 con TSN 52.5 C 1/16/26 “2.93” @everyone I like @Mike (Admin) swing from ⁠🏌️‍♂️｜swing-trades
2025-10-15,09:44:00,1323708708374450247,Vero 1,Vero,QQQ,PUTS,600,10/15,1.25,OPEN,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,168,QQQ 600P 10/15 1.25 1 CONTRACT @vero-alerts
2025-10-15,09:57:00,1323708708374450247,Vero 1,@vero-alerts,QQQ,CALLS,606,10/15,0.97,OPEN,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,172,QQQ 606C 10/15 0.97 2 CONTRACTS @vero-alerts
2025-10-15,11:43:00,760694103401955378,Vero 2,@vero-alerts,SPY,PUTS,665,10/15,1.48,OPEN,option,grab 760694103401955378 Vero-2 2026-09-19.txt,54,SPY 665P 10/15 1.48 @vero-alerts
2025-10-16,09:45:00,911389167169191946,Platinum nitro,@Owner Alerts,GOOG,CALLS,262.5,,0.72,OPEN,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,284,"@Owner Alerts Entry Contract: GOOG $262.5c Price: .72 Comments:28 contracts @nitro_trades Instagram , , [image]"
2025-10-16,10:07:00,1323708708374450247,Vero 1,Vero,IWM,PUTS,249,10/17,1.32,OPEN,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,180,IWM 249P 10/17 1.32 1 CONTRACT @vero-alerts
2025-10-16,10:50:00,1323708708374450247,Vero 1,Vero,IWM,PUTS,249,10/17,1.32,OPEN,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,184,IWM 249P 10/17 1.32 1 CONTRACT @vero-alerts
2025-10-16,14:28:00,760694103401955378,Vero 2,Vero,SPY,PUTS,657,10/16,1.45,OPEN,option,grab 760694103401955378 Vero-2 2026-09-19.txt,64,SPY 657P 10/16 1.45 @vero-alerts
2025-10-16,15:17:00,760694103401955378,Vero 2,Vero,SPY,PUTS,659,10/16,1.3,OPEN,option,grab 760694103401955378 Vero-2 2026-09-19.txt,71,SPY 659P 10/16 1.30 @vero-alerts
2025-10-16,15:20:00,1323708708374450247,Vero 1,Vero,SPY,PUTS,659,10/16,1.3,OPEN,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,189,SPY 659P 10/16 1.30 1 CONTRACT @vero-alerts
2025-10-17,09:42:00,1323708708374450247,Vero 1,Vero,IWM,PUTS,243,10/17,1.1,OPEN,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,195,IWM 243P 10/17 1.10 1 CONTRACT @vero-alerts
2025-10-17,10:01:00,1323708708374450247,Vero 1,Vero,IWM,PUTS,243,10/17,1,OPEN,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,197,IWM 243P 10/17 1.00 1 CONTRACT @vero-alerts
2025-10-17,10:16:00,911389167169191946,Platinum nitro,@Owner Alerts,TSLA,CALLS,445,,1.35,OPEN,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,298,"@Owner Alerts Entry Contract: TSLA $445c Price: $1.35 Comments:Starter only @nitro_trades Instagram , , [image]"
