ts_iso,date,time,room,caller,symbol,side,strike,expiry_raw,expiry_resolved,occ,their_price,qty,outcome,tier,confidence,flags,how_recovered,corroborating_lines,source_line_number,source_line_text
2026-08-05T10:12:11-04:00,2026-08-05,10:12,,Unraveller,TSLA,PUTS,325,8/7,2026-08-07,TSLA260807P00325000,4.90,5,REFUSED - couldn't get a quote for TSLA260807P00325000 right now. Nothing was se,B,high,,"M/D, year taken from the alert date | expiry independently confirmed by the OCC the bot built",,96,"REFUSED  OPEN TSLA (Unraveller's call) 325P 8/7 x5 @ 4.90  ->  couldn't get a quote for TSLA260807P00325000 right now. Nothing was sent. (option_market_data.get_option_snapshot: HTTP Status: 403, Code: MARKET_DATA_NOT_SUBSCRIBED, Msg: Insufficient permission)"
2026-08-05T10:24:37-04:00,2026-08-05,10:24,,Demon Alerts,NVDA,CALLS,222.5,8/5,2026-08-05,NVDA260805C00222500,0.91,5,REFUSED - couldn't get a quote for NVDA260805C00222500 right now. Nothing was se,B,high,,"M/D, year taken from the alert date | expiry independently confirmed by the OCC the bot built",,102,"REFUSED  OPEN NVDA (Demon Alerts's call) 222.5C 8/5 x5 @ 0.91  ->  couldn't get a quote for NVDA260805C00222500 right now. Nothing was sent. (option_market_data.get_option_snapshot: HTTP Status: 403, Code: MARKET_DATA_NOT_SUBSCRIBED, Msg: Insufficient permission)"
2026-08-05T10:29:18-04:00,2026-08-05,10:29,Honeydrip daytrades,Mike,QQQ,PUTS,725,8/6,2026-08-06,QQQ260806P00725000,4.66,5,REFUSED - couldn't get a quote for QQQ260806P00725000 right now. Nothing was sen,B,high,,"M/D, year taken from the alert date | expiry independently confirmed by the OCC the bot built",,105,"REFUSED  OPEN QQQ (Mike's call) 725P 8/6 x5 @ 4.66  ->  couldn't get a quote for QQQ260806P00725000 right now. Nothing was sent. (option_market_data.get_option_snapshot: HTTP Status: 403, Code: MARKET_DATA_NOT_SUBSCRIBED, Msg: Insufficient permission)"
2026-08-05T11:02:15-04:00,2026-08-05,11:02,,Demon Alerts,QQQ,CALLS,727,8/7,2026-08-07,QQQ260807C00727000,0.90,5,REFUSED - couldn't get a quote for QQQ260807C00727000 right now. Nothing was sen,B,high,,"M/D, year taken from the alert date | expiry independently confirmed by the OCC the bot built",,115,"REFUSED  OPEN QQQ (Demon Alerts's call) 727C 8/7 x5 @ 0.90  ->  couldn't get a quote for QQQ260807C00727000 right now. Nothing was sent. (option_market_data.get_option_snapshot: HTTP Status: 403, Code: MARKET_DATA_NOT_SUBSCRIBED, Msg: Insufficient permission)"
2026-08-05T12:01:46-04:00,2026-08-05,12:01,,,SPY,CALLS,600,2026-08-06,2026-08-06,,175.91,5,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,,159,ORDER IN BUY 5 SPY 600C 2026-08-06 @ 175.91
2026-08-05T12:35:21-04:00,2026-08-05,12:35,,,SPY,PUTS,771,2026-08-06,2026-08-06,,2.50,5,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,,182,ORDER IN BUY 5 SPY 771P 2026-08-06 @ 2.50
2026-08-05T13:14:51-04:00,2026-08-05,13:14,,,AAPL,CALLS,315,2026-08-07,2026-08-07,,1.13,5,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,,193,ORDER IN BUY 5 AAPL 315C 2026-08-07 @ 1.13
2026-08-05T14:10:06-04:00,2026-08-05,14:10,,,MSFT,PUTS,480,2026-08-07,2026-08-07,,2.15,5,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,,207,ORDER IN BUY 5 MSFT 480P 2026-08-07 @ 2.15
2026-08-05T14:35:12-04:00,2026-08-05,14:35,,,SPCX,PUTS,90,2026-08-07,2026-08-07,,0.30,5,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,,213,ORDER IN BUY 5 SPCX 90P 2026-08-07 @ 0.30
2026-08-05T15:27:07-04:00,2026-08-05,15:27,,,HPE,CALLS,55,2026-08-21,2026-08-21,,3.02,5,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,,224,ORDER IN BUY 5 HPE 55C 2026-08-21 @ 3.02
2026-08-11T09:36:51-04:00,2026-08-11,09:36,,,GOOGL,CALLS,360,2026-08-14,2026-08-14,,2.10,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,,327,ORDER IN BUY 1 GOOGL 360C 2026-08-14 @ 2.10
2026-08-11T10:04:11-04:00,2026-08-11,10:04,,,IBM,CALLS,240,2026-08-14,2026-08-14,,3.32,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,,358,ORDER IN BUY 1 IBM 240C 2026-08-14 @ 3.32
2026-08-11T10:08:28-04:00,2026-08-11,10:08,Honeydrip daytrades,Mike,NVDA,CALLS,220,8/14,2026-08-14,,3.10,1,REFUSED - that one costs $327 and you've got $155 to spend. Skipped on purpose —,A,high,,"M/D, year taken from the alert date",,369,REFUSED  OPEN NVDA (Mike's call) 220C 8/14 x1 @ 3.10  ->  that one costs $327 and you've got $155 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-08-11T10:14:53-04:00,2026-08-11,10:14,,,BAC,CALLS,64,2026-08-21,2026-08-21,,0.88,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,,372,ORDER IN BUY 1 BAC 64C 2026-08-21 @ 0.88
2026-08-11T10:42:32-04:00,2026-08-11,10:42,Honeydrip daytrades,Unraveller,SPY,CALLS,775,2026-08-10,2026-08-10,,5.91,1,REFUSED - that expiry (2026-08-10) is already in the past. Nothing was sent.,A,high,,already a full date,L416(A),414,REFUSED  ADD SPY (Unraveller's call) 775C 2026-08-10 x1 @ 5.91  ->  that expiry (2026-08-10) is already in the past. Nothing was sent.
2026-08-11T10:50:07-04:00,2026-08-11,10:50,,,NVDA,CALLS,220,2026-08-14,2026-08-14,,2.91,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,,418,ORDER IN BUY 1 NVDA 220C 2026-08-14 @ 2.91
2026-08-11T14:11:26-04:00,2026-08-11,14:11,,,RIOT,CALLS,23,2026-09-11,2026-09-11,,0.99,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,,514,ORDER IN BUY 1 RIOT 23C 2026-09-11 @ 0.99
2026-08-11T15:57:11-04:00,2026-08-11,15:57,,,ZETA,CALLS,30,2026-08-28,2026-08-28,,1.21,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,,697,ORDER IN BUY 1 ZETA 30C 2026-08-28 @ 1.21
2026-08-11T15:58:21-04:00,2026-08-11,15:58,,,SKHY,CALLS,150,2026-08-28,2026-08-28,,6.23,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,,700,ORDER IN BUY 1 SKHY 150C 2026-08-28 @ 6.23
2026-08-12T09:33:30-04:00,2026-08-12,09:33,Honeydrip daytrades,Unraveller,TSLA,PUTS,332.5,8/14,2026-08-14,,5.05,1,REFUSED - that one costs $542 and you've got $130 to spend. Skipped on purpose —,A,high,,"M/D, year taken from the alert date",,774,REFUSED  OPEN TSLA (Unraveller's call) 332.5P 8/14 x1 @ 5.05  ->  that one costs $542 and you've got $130 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-08-12T09:39:29-04:00,2026-08-12,09:39,RWGates,TradeLikeGates,NBIS,CALLS,227.5,8/14/26,2026-08-14,,9.65,1,REFUSED - that one costs $1072 and you've got $980 to spend. Skipped on purpose ,A,high,,M/D/YY as posted,,780,REFUSED  OPEN NBIS (TradeLikeGates's call) 227.5C 8/14/26 x1 @ 9.65  ->  that one costs $1072 and you've got $980 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-08-12T09:41:14-04:00,2026-08-12,09:41,,,META,CALLS,610,8/30,2026-08-30,,,,alert read from chat,F-airead,medium,,"M/D, year taken from the alert date | chat text (log truncates it): META | $610 C 8.30 @everyone | only the AI reader saw this - no order or refusal line corroborates it",,782,AI READ  'META | $610 C 8.30 @everyone'  ->  BTO META $610C 8/30
2026-08-12T09:41:14-04:00,2026-08-12,09:41,,,META,CALLS,610,2026-08-14,2026-08-14,,3.22,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,,784,ORDER IN BUY 1 META 610C 2026-08-14 @ 3.22
2026-08-12T09:46:15-04:00,2026-08-12,09:46,,,LYFT,CALLS,16.5,2026-08-14,2026-08-14,,0.74,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,,828,ORDER IN BUY 1 LYFT 16.5C 2026-08-14 @ 0.74
2026-08-12T09:47:18-04:00,2026-08-12,09:47,,,NVDA,CALLS,220,2026-08-14,2026-08-14,,4.14,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,L841(F-airead),842,ORDER IN BUY 1 NVDA 220C 2026-08-14 @ 4.14
2026-08-12T09:53:36-04:00,2026-08-12,09:53,,,AMZN,PUTS,270,2026-08-14,2026-08-14,,2.56,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,L933(F-airead),934,ORDER IN BUY 1 AMZN 270P 2026-08-14 @ 2.56
2026-08-12T09:58:25-04:00,2026-08-12,09:58,,,AMZN,CALLS,277.5,AUG 21,2026-08-21,,2.4,,alert read from chat,F-airead,medium,,"month name + day, year from the alert date | chat text (log truncates it): AMZN | $277.5 C AUG 21 2.40 @everyone | only the AI reader saw this - no order or refusal line corroborates it",,940,AI READ  'AMZN | $277.5 C AUG 21 2.40 @everyone'  ->  BTO AMZN $277.5C AUG 21 @ 2.4
2026-08-12T09:58:26-04:00,2026-08-12,09:58,,,AMZN,CALLS,277.5,2026-08-14,2026-08-14,,0.69,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,,942,ORDER IN BUY 1 AMZN 277.5C 2026-08-14 @ 0.69
2026-08-12T10:00:08-04:00,2026-08-12,10:00,,,SPY,PUTS,772,2026-08-12,2026-08-12,,1.20,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,L959(F-airead),960,ORDER IN BUY 1 SPY 772P 2026-08-12 @ 1.20
2026-08-12T10:05:01-04:00,2026-08-12,10:05,,,AMZN,CALLS,275,AUG 21,2026-08-21,,2.75,,alert read from chat,F-airead,medium,,"month name + day, year from the alert date | chat text (log truncates it): AMZN | 275 C 2.75 AUG 21 @everyone | only the AI reader saw this - no order or refusal line corroborates it",,984,AI READ  'AMZN | 275 C 2.75 AUG 21 @everyone'  ->  BTO AMZN $275C AUG 21 @ 2.75
2026-08-12T10:05:02-04:00,2026-08-12,10:05,,,AMZN,CALLS,275,2026-08-14,2026-08-14,,0.91,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,,986,ORDER IN BUY 1 AMZN 275C 2026-08-14 @ 0.91
2026-08-12T10:06:03-04:00,2026-08-12,10:06,,,QQQ,CALLS,727,2026-08-12,2026-08-12,,0.90,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,L988(F-airead),989,ORDER IN BUY 1 QQQ 727C 2026-08-12 @ 0.90
2026-08-12T10:15:08-04:00,2026-08-12,10:15,,,NVDA,CALLS,222.5,2026-08-12,2026-08-12,,1.56,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,,1047,ORDER IN BUY 1 NVDA 222.5C 2026-08-12 @ 1.56
2026-08-12T10:23:52-04:00,2026-08-12,10:23,,DesiTrade,TSM,CALLS,430,9/18,2026-09-18,,22.30,1,REFUSED - that one costs $2276 and you've got $965 to spend. Skipped on purpose ,A,high,,"M/D, year taken from the alert date",,1064,REFUSED  OPEN TSM (DesiTrade's call) 430C 9/18 x1 @ 22.30  ->  that one costs $2276 and you've got $965 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-08-12T10:30:12-04:00,2026-08-12,10:30,,,AAPL,PUTS,305,2026-08-14,2026-08-14,,3.83,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,L1074(F-airead),1075,ORDER IN BUY 1 AAPL 305P 2026-08-14 @ 3.83
2026-08-12T10:43:32-04:00,2026-08-12,10:43,,,SPXW,PUTS,7630,8/12,2026-08-12,,,,alert read from chat,F-airead,medium,,"M/D, year taken from the alert date | chat text (log truncates it): SPXW 8/12 $7630/7670 Put Credit Spread 5 .20-.25 @ | only the AI reader saw this - no order or refusal line corroborates it",,1087,AI READ  'SPXW 8/12 $7630/7670 Put Credit Spread 5 .20-.25 @'  ->  BTO SPXW $7630P 8/12
2026-08-12T11:17:42-04:00,2026-08-12,11:17,ZT fut-6,Namrood-Trades,MXLU,CALLS,46,9/18,2026-09-18,,,1,REFUSED - that one costs $1500 and you've got $932 to spend. Skipped on purpose ,A,low,"SYMBOL LOOKS WRONG: logged as ""MXLU"" but the reader on line 1120 named ""XLU"" - looks like a stray ""M"" glued to the front of the ticker","M/D, year taken from the alert date",,1121,REFUSED  OPEN MXLU (Namrood-Trades's call) 46C 9/18 x1  ->  that one costs $1500 and you've got $932 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-08-12T11:45:20-04:00,2026-08-12,11:45,,,NVDA,PUTS,220,1DTE,2026-08-13,,1.22,,alert read from chat,F-airead,medium,,1DTE = alert date + 1 days | chat text (log truncates it): @everyone Lotto Trade — RISKY SCALPING - VERY QUIC,,1143,AI READ  '@everyone Lotto Trade — RISKY SCALPING - VERY QUIC'  ->  BTO NVDA $220P 1DTE @ 1.22
2026-08-12T11:49:18-04:00,2026-08-12,11:49,,,SPX,PUTS,7720,0DTE,2026-08-12,,0.55,,alert read from chat,F-airead,high,,0DTE = the alert date itself | chat text (log truncates it): SPX pcs 0dte STO 7720p BTO 7715p Filled at 0.55 SL,L1155(F-airead),1154,AI READ  'SPX pcs 0dte STO 7720p BTO 7715p Filled at 0.55 SL'  ->  BTO SPX $7720P 0DTE @ 0.55
2026-08-12T12:28:00-04:00,2026-08-12,12:28,,,SPY,CALLS,773,2026-08-12,2026-08-12,,0.53,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,L1178(F-airead),1179,ORDER IN BUY 1 SPY 773C 2026-08-12 @ 0.53
2026-08-12T12:38:58-04:00,2026-08-12,12:38,,,SPCX,CALLS,155,AUG 21,2026-08-21,,2.84,,alert read from chat,F-airead,medium,,"month name + day, year from the alert date | chat text (log truncates it): SPCX | 155 C AUG 21 2.84 $142.55 BREAK @everyone | only the AI reader saw this - no order or refusal line corroborates it",,1189,AI READ  'SPCX | 155 C AUG 21 2.84 $142.55 BREAK @everyone'  ->  BTO SPCX $155C AUG 21 @ 2.84
2026-08-12T12:38:59-04:00,2026-08-12,12:38,,,SPCX,CALLS,155,2026-08-14,2026-08-14,,0.84,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,,1191,ORDER IN BUY 1 SPCX 155C 2026-08-14 @ 0.84
2026-08-12T12:41:32-04:00,2026-08-12,12:41,,,NVDA,PUTS,217.5,AUG 21,2026-08-21,,2.42,,alert read from chat,F-airead,medium,,"month name + day, year from the alert date | chat text (log truncates it): NVDA | $217.5 P 2.42 AUG 21 222.90 BREAK @everyone | only the AI reader saw this - no order or refusal line corroborates it",,1195,AI READ  'NVDA | $217.5 P 2.42 AUG 21 222.90 BREAK @everyone'  ->  BTO NVDA $217.5P AUG 21 @ 2.42
2026-08-12T12:41:33-04:00,2026-08-12,12:41,,,NVDA,PUTS,217.5,2026-08-14,2026-08-14,,0.71,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,,1197,ORDER IN BUY 1 NVDA 217.5P 2026-08-14 @ 0.71
2026-08-12T13:01:21-04:00,2026-08-12,13:01,,MR.TOPHAT (OPTIONS/FUTURES),TSLA,CALLS,330,0DTE,2026-08-12,,0.22,1,REFUSED - no Webull paper connection,A,high,"RED FLAG: 0DTE on a Wednesday for TSLA - TSLA only has Friday expiries, so no 0DTE contract exists",0DTE = the alert date itself,L1257(F-airead),1258,REFUSED  OPEN TSLA (MR.TOPHAT (OPTIONS/FUTURES)'s call) 330C 0DTE x1 @ 0.22  ->  no Webull paper connection
2026-08-12T13:08:31-04:00,2026-08-12,13:08,,,QQQ,PUTS,720,2026-08-14,2026-08-14,,1.93,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,L1259(F-airead),1260,ORDER IN BUY 1 QQQ 720P 2026-08-14 @ 1.93
2026-08-12T13:25:46-04:00,2026-08-12,13:25,,,SPX,CALLS,7800,1dte,2026-08-13,,3.55,,alert read from chat,F-airead,medium,,1DTE = alert date + 1 days | chat text (log truncates it): @everyone BTO SPX 7800C 1dte @3.55 fuck it lfg © 2,,1277,AI READ  '@everyone BTO SPX 7800C 1dte @3.55 fuck it lfg © 2'  ->  BTO SPX $7800C 1dte @ 3.55
2026-08-12T13:47:12-04:00,2026-08-12,13:47,,,META,CALLS,585,AUG 21,2026-08-21,,10.1,,alert read from chat,F-airead,medium,,"month name + day, year from the alert date | chat text (log truncates it): META | $585 C AUG 21 10.10 @everyone | only the AI reader saw this - no order or refusal line corroborates it",,1278,AI READ  'META | $585 C AUG 21 10.10 @everyone'  ->  BTO META $585C AUG 21 @ 10.1
2026-08-12T13:47:13-04:00,2026-08-12,13:47,,,META,CALLS,585,2026-08-14,2026-08-14,,4.50,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,,1280,ORDER IN BUY 1 META 585C 2026-08-14 @ 4.50
2026-08-12T14:37:02-04:00,2026-08-12,14:37,,,SPCX,PUTS,141,2026-08-14,2026-08-14,,1.58,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,L1312(F-airead),1313,ORDER IN BUY 1 SPCX 141P 2026-08-14 @ 1.58
2026-08-12T14:37:42-04:00,2026-08-12,14:37,,,SPX,PUTS,7680,8/14,2026-08-14,,1.2,,alert read from chat,F-airead,medium,,"M/D, year taken from the alert date | chat text (log truncates it): 2DTE Swing Trade Alert Put Credit Spread (PCS) Pos | only the AI reader saw this - no order or refusal line corroborates it",,1315,AI READ  '2DTE Swing Trade Alert Put Credit Spread (PCS) Pos'  ->  BTO SPX $7680P 8/14 @ 1.2
2026-08-13T09:41:41-04:00,2026-08-13,09:41,,,NVDA,CALLS,232.5,AUG 21,2026-08-21,,1.75,,alert read from chat,F-airead,medium,,"month name + day, year from the alert date | chat text (log truncates it): NVDA | $232.5 C 1.75 AUG 21 ON THE BREAK OF $224.9 | only the AI reader saw this - no order or refusal line corroborates it",,1338,AI READ  'NVDA | $232.5 C 1.75 AUG 21 ON THE BREAK OF $224.9'  ->  BTO NVDA $232.5C AUG 21 @ 1.75
2026-08-13T09:41:42-04:00,2026-08-13,09:41,,,NVDA,CALLS,232.5,2026-08-14,2026-08-14,,0.27,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,,1340,ORDER IN BUY 1 NVDA 232.5C 2026-08-14 @ 0.27
2026-08-13T09:43:04-04:00,2026-08-13,09:43,,,SMCI,CALLS,39.5,2026-08-14,2026-08-14,,1.21,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,L1350(F-airead);L1351(F-airead),1353,ORDER IN BUY 1 SMCI 39.5C 2026-08-14 @ 1.21
2026-08-13T09:45:43-04:00,2026-08-13,09:45,,,NVDA,CALLS,225,2026-08-14,2026-08-14,,2.47,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,L1425(E-order);L1430(E-order);L1365(F-airead);L1418(F-airead);L1419(F-airead);L1422(F-airead);L1427(F-airead),1366,ORDER IN BUY 1 NVDA 225C 2026-08-14 @ 2.47
2026-08-13T09:49:43-04:00,2026-08-13,09:49,,,CBRS,CALLS,340,2026-08-21,2026-08-21,,0.78,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,L1393(F-airead),1394,ORDER IN BUY 1 CBRS 340C 2026-08-21 @ 0.78
2026-08-13T09:55:15-04:00,2026-08-13,09:55,,,AAPL,CALLS,305,2026-08-14,2026-08-14,,1.73,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,L1432(F-airead),1433,ORDER IN BUY 1 AAPL 305C 2026-08-14 @ 1.73
2026-08-13T09:55:17-04:00,2026-08-13,09:55,,,TSLA,CALLS,340,2026-08-14,2026-08-14,,1.07,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,L1435(F-airead),1436,ORDER IN BUY 1 TSLA 340C 2026-08-14 @ 1.07
2026-08-13T09:57:05-04:00,2026-08-13,09:57,,,JACK,CALLS,22.5,2026-08-21,2026-08-21,,0.83,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,L1445(F-airead),1446,ORDER IN BUY 1 JACK 22.5C 2026-08-21 @ 0.83
2026-08-13T09:59:52-04:00,2026-08-13,09:59,Midas,TradingTheTrend,AAPL,CALLS,320,9/11,2026-09-11,,2.75,1,REFUSED - that one costs $285 and you've got $109 to spend. Skipped on purpose —,A,high,,"M/D, year taken from the alert date",L1479(F-airead);L1481(F-airead);L1482(F-airead),1480,REFUSED  OPEN AAPL (TradingTheTrend's call) 320C 9/11 x1 @ 2.75  ->  that one costs $285 and you've got $109 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-08-13T10:03:02-04:00,2026-08-13,10:03,,,AMD,CALLS,505,AUG 21,2026-08-21,,12.75,,alert read from chat,F-airead,medium,,"month name + day, year from the alert date | chat text (log truncates it): AMD | $505 C 12.75 AUG 21 @everyone | only the AI reader saw this - no order or refusal line corroborates it",,1497,AI READ  'AMD | $505 C 12.75 AUG 21 @everyone'  ->  BTO AMD $505C AUG 21 @ 12.75
2026-08-13T10:03:03-04:00,2026-08-13,10:03,,,AMD,CALLS,505,2026-08-14,2026-08-14,,3.58,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,,1501,ORDER IN BUY 1 AMD 505C 2026-08-14 @ 3.58
